config_id,step_dist,add_dist,max_adds,reversal_target,cycle_id,start_time,end_time,duration_bars,duration_minutes,start_bar_idx,end_bar_idx,side,add_count,exit_position,pnl_ticks_gross,pnl_ticks_net,mfe_points,mae_points,atr_20bar,atr_percentile,swing_median_20,swing_p90_20,directional_persistence,bar_range_median_20,exit_type,progress_hwm,time_between_adds,cycle_day_seq,cycle_start_hour,progress_at_adds,prev_cycle_exit_type,cycle_waste_pct,would_flatten_reseed,half_block_profit
FA_SD20_R03_MA3_RT100,20.0,6.0,3,1.0,1,2025-09-22 09:31:10.095000,2025-09-22 09:33:30.406000,6511,2.34,4894,11404,LONG,0,1,80.0,74.0,20.0,-4.0,4.9125,78.94736842105263,8.125,10.975,0.0,4.875,SUCCESS,100.0,,1,9,,SESSION_START,53.475,False,38.0
FA_SD20_R03_MA3_RT100,20.0,6.0,3,1.0,2,2025-09-22 09:33:30.406000,2025-09-22 09:36:21.078008,5704,2.84,11404,17107,SHORT,0,1,80.0,76.0,20.0,-0.5,4.6125,17.77777777777778,8.25,13.0,0.0,4.75,SUCCESS,100.0,,2,9,,SUCCESS,44.1,False,40.0
FA_SD20_R03_MA3_RT100,20.0,6.0,3,1.0,3,2025-09-22 09:36:21.078008,2025-09-22 09:37:56.879005,3266,1.6,17107,20372,LONG,0,1,80.0,76.0,20.0,-2.25,4.2125,23.529411764705884,7.75,15.8,1.0,4.0,SUCCESS,100.0,,3,9,,SUCCESS,23.925,False,40.0
FA_SD20_R03_MA3_RT100,20.0,6.0,3,1.0,4,2025-09-22 09:37:56.879005,2025-09-22 09:39:25.916000,2402,1.48,20372,22773,SHORT,0,1,80.0,76.0,20.0,-1.0,4.2625,32.098765432098766,9.75,18.550000000000004,1.0,3.75,SUCCESS,100.0,,4,9,,SUCCESS,17.175,False,40.0
FA_SD20_R03_MA3_RT100,20.0,6.0,3,1.0,5,2025-09-22 09:39:25.916000,2025-09-22 09:48:07.093000,13985,8.69,22773,36757,LONG,2,3,312.0,300.0,26.0,-9.0,4.4625,53.333333333333336,9.75,18.550000000000004,1.0,4.625,SUCCESS,100.0,2328,5,9,"-30.0,-60.0",SUCCESS,100.175,False,188.0
FA_SD20_R03_MA3_RT100,20.0,6.0,3,1.0,6,2025-09-22 09:48:07.093000,2025-09-22 09:54:46.706024,8603,6.66,36757,45359,SHORT,3,4,-176.0,-192.0,4.25,-12.0,5.125,84.93150684931507,10.125,21.0,1.0,4.75,FAILURE,21.25,"4146,2343",6,9,"-30.0,-60.0,-90.0",SUCCESS,54.575,True,
FA_SD20_R03_MA3_RT100,20.0,6.0,3,1.0,7,2025-09-22 09:54:46.706024,2025-09-22 10:13:13.348000,21375,18.44,45359,66733,LONG,3,4,-176.0,-192.0,21.25,-12.0,4.3875,28.1767955801105,9.625,15.375000000000009,1.0,3.625,FAILURE,61.25,"506,2537",7,9,"-30.0,-60.0,-90.0",FAILURE,137.625,True,298.0
FA_SD20_R03_MA3_RT100,20.0,6.0,3,1.0,8,2025-09-22 10:13:13.348000,2025-09-22 10:17:07.535000,4074,3.9,66733,70806,SHORT,3,4,-175.0,-191.0,0.75,-11.9167,4.0125,6.7669172932330826,9.625,17.775000000000006,1.0,4.0,FAILURE,3.75,"2685,846",8,10,"-31.2,-60.0,-90.0",FAILURE,26.35,True,
FA_SD20_R03_MA3_RT100,20.0,6.0,3,1.0,9,2025-09-22 10:17:07.535000,2025-09-22 10:28:11.007003,10375,11.06,70806,81180,LONG,1,2,184.0,176.0,23.0,-6.0,4.125,15.780141843971633,9.5,17.775000000000006,1.0,4.125,SUCCESS,100.0,,9,10,-30.0,FAILURE,63.3,False,102.0
FA_SD20_R03_MA3_RT100,20.0,6.0,3,1.0,10,2025-09-22 10:28:11.007003,2025-09-22 10:40:45.224000,12643,12.57,81180,93822,SHORT,3,4,-176.0,-192.0,8.75,-12.0,3.775,2.6234567901234565,9.625,20.500000000000004,1.0,3.5,FAILURE,28.75,"6319,3925",10,10,"-30.0,-60.0,-90.0",SUCCESS,65.125,True,
FA_SD20_R03_MA3_RT100,20.0,6.0,3,1.0,11,2025-09-22 10:40:45.224000,2025-09-22 11:01:10.602052,17938,20.42,93822,111759,LONG,0,1,80.0,76.0,20.0,-5.5,3.6375,7.486631016042781,9.625,21.400000000000002,1.0,3.5,SUCCESS,100.0,,11,10,,FAILURE,93.8,False,40.0
