config_id,step_dist,add_dist,max_adds,reversal_target,cycle_id,start_time,end_time,duration_bars,duration_minutes,start_bar_idx,end_bar_idx,side,add_count,exit_position,pnl_ticks_gross,pnl_ticks_net,mfe_points,mae_points,atr_20bar,atr_percentile,swing_median_20,swing_p90_20,directional_persistence,bar_range_median_20,exit_type,progress_hwm,time_between_adds,cycle_day_seq,cycle_start_hour,progress_at_adds,prev_cycle_exit_type,cycle_waste_pct,would_flatten_reseed,half_block_profit
FA_SD35_R05_MA1_RT50,35.0,17.5,1,0.5,1,2025-09-22 09:32:23.092005,2025-09-22 09:52:44.095008,33864,20.35,8702,42565,LONG,1,2,210.0,200.0,26.25,-20.25,5.5625,76.47058823529412,8.25,13.0,0.0,5.5,SUCCESS,50.0,,1,9,-50.0,SESSION_START,279.8,False,206.0
FA_SD35_R05_MA1_RT50,35.0,17.5,1,0.5,2,2025-09-22 09:52:44.095008,2025-09-22 10:29:47.473000,40738,37.06,42565,83302,SHORT,1,2,-210.0,-218.0,21.75,-26.25,4.825,68.04733727810651,10.125,19.650000000000002,1.0,4.25,FAILURE,37.14,,2,9,-50.0,SUCCESS,144.8,False,
FA_SD35_R05_MA1_RT50,35.0,17.5,1,0.5,3,2025-09-22 10:29:47.473000,2025-09-22 10:42:45.471116,12527,12.97,83302,95828,LONG,0,1,70.0,66.0,17.5,-13.0,3.4625,1.2048192771084338,9.625,20.500000000000004,1.0,3.25,SUCCESS,50.0,,3,10,,FAILURE,74.6286,False,70.0
FA_SD35_R05_MA1_RT50,35.0,17.5,1,0.5,4,2025-09-22 10:42:45.471116,2025-09-22 11:34:45.529004,41003,52.0,95828,136830,SHORT,0,1,70.0,66.0,17.5,-17.25,3.7125,11.518324607329843,9.625,21.625,1.0,3.75,SUCCESS,50.0,,4,10,,SUCCESS,252.1429,False,70.0
FA_SD35_R05_MA1_RT50,35.0,17.5,1,0.5,5,2025-09-22 11:34:45.529004,2025-09-22 12:01:02.757005,16053,26.29,136830,152882,LONG,0,1,70.0,66.0,17.5,-5.75,3.6625,34.7,12.625,21.575000000000003,1.0,3.25,SUCCESS,50.0,,5,11,,SUCCESS,107.5429,False,70.0
FA_SD35_R05_MA1_RT50,35.0,17.5,1,0.5,6,2025-09-22 12:01:02.757005,2025-09-22 12:14:18.327108,17254,13.26,152882,170135,SHORT,1,2,-210.0,-218.0,10.0,-26.25,3.85,45.7,8.875,15.775,1.0,3.625,FAILURE,28.57,,6,12,-50.0,SUCCESS,56.4143,False,
FA_SD35_R05_MA1_RT50,35.0,17.5,1,0.5,7,2025-09-22 12:14:18.327108,2025-09-22 12:28:41.168000,17162,14.38,170135,187296,LONG,0,1,70.0,66.0,17.5,-11.0,4.3375,86.5,10.0,18.375000000000014,1.0,4.0,SUCCESS,50.0,,7,12,,FAILURE,120.2571,False,70.0
FA_SD35_R05_MA1_RT50,35.0,17.5,1,0.5,8,2025-09-22 12:28:41.168000,2025-09-22 14:16:45.570079,70214,108.07,187296,257509,SHORT,1,2,-210.0,-218.0,8.5,-26.25,4.0375,71.2,10.25,17.650000000000002,1.0,3.625,FAILURE,10.0,,8,12,-50.0,SUCCESS,209.1714,False,
FA_SD35_R05_MA1_RT50,35.0,17.5,1,0.5,9,2025-09-22 14:16:45.570079,2025-09-22 15:15:51.618003,31598,59.1,257509,289106,LONG,0,1,70.0,66.0,17.5,-9.5,3.0875,7.6000000000000005,10.25,15.950000000000003,1.0,3.0,SUCCESS,50.0,,9,14,,FAILURE,161.7429,False,70.0
FA_SD35_R05_MA1_RT50,35.0,17.5,1,0.5,10,2025-09-22 15:15:51.618003,2025-09-22 15:36:00.011011,9290,20.14,289106,298395,SHORT,0,1,70.0,66.0,17.5,-1.75,2.975,13.9,11.25,17.3,1.0,2.75,SUCCESS,50.0,,10,15,,SUCCESS,49.1143,False,70.0
FA_SD35_R05_MA1_RT50,35.0,17.5,1,0.5,12,2025-09-23 09:40:55.281000,2025-09-23 09:41:54.998000,3114,1.0,372972,376085,SHORT,0,1,70.0,64.0,17.5,-0.75,4.2125,77.80000000000001,11.625,19.250000000000004,1.0,3.625,SUCCESS,50.0,,1,9,,SESSION_START,23.3429,False,68.0
