config_id,step_dist,add_dist,max_adds,reversal_target,cycle_id,start_time,end_time,duration_bars,duration_minutes,start_bar_idx,end_bar_idx,side,add_count,exit_position,pnl_ticks_gross,pnl_ticks_net,mfe_points,mae_points,atr_20bar,atr_percentile,swing_median_20,swing_p90_20,directional_persistence,bar_range_median_20,exit_type,progress_hwm,time_between_adds,cycle_day_seq,cycle_start_hour,progress_at_adds,prev_cycle_exit_type,cycle_waste_pct,would_flatten_reseed,half_block_profit
FA_SD25_R03_MA2_RT70,25.0,7.5,2,0.7,1,2025-09-22 09:31:15.053013,2025-09-22 09:48:07.487056,31628,16.87,5250,36877,LONG,2,3,300.0,286.0,25.0,-11.5,5.0875,95.0,9.75,13.3,0.0,5.125,SUCCESS,70.0,20139,1,9,"-30.0,-60.0",SESSION_START,270.1143,False,126.0
FA_SD25_R03_MA2_RT70,25.0,7.5,2,0.7,2,2025-09-22 09:48:07.487056,2025-09-22 10:02:33.805112,18818,14.44,36877,55694,SHORT,2,3,-210.0,-222.0,7.75,-17.5,5.075,82.31292517006803,11.625,21.0,1.0,4.75,FAILURE,26.0,3209,2,9,"-30.0,-60.0",SUCCESS,97.22,True,
FA_SD25_R03_MA2_RT70,25.0,7.5,2,0.7,3,2025-09-22 10:02:33.805112,2025-09-22 10:12:00.172002,9786,9.44,55694,65479,LONG,2,3,-210.0,-222.0,8.75,-17.5,4.725,65.76576576576576,9.625,16.6,1.0,4.5,FAILURE,20.0,5319,3,10,"-30.0,-60.0",FAILURE,49.9,True,
FA_SD25_R03_MA2_RT70,25.0,7.5,2,0.7,4,2025-09-22 10:12:00.172002,2025-09-22 10:21:15.837004,9040,9.26,65479,74518,SHORT,2,3,-210.0,-222.0,3.25,-17.5,4.05,8.812260536398467,9.75,17.775000000000006,1.0,3.875,FAILURE,12.0,3039,4,10,"-30.0,-60.0",FAILURE,45.8,True,
FA_SD25_R03_MA2_RT70,25.0,7.5,2,0.7,5,2025-09-22 10:21:15.837004,2025-09-22 10:29:16.299007,8240,8.01,74518,82757,LONG,0,1,70.0,66.0,17.5,-1.25,3.65,0.3367003367003367,9.5,19.125,1.0,3.625,SUCCESS,70.0,,5,10,,FAILURE,54.0,False,50.0
FA_SD25_R03_MA2_RT70,25.0,7.5,2,0.7,6,2025-09-22 10:29:16.299007,2025-09-22 10:48:16.826025,17950,19.01,82757,100706,SHORT,2,3,-210.0,-222.0,10.5,-17.5,3.3625,0.30303030303030304,9.625,20.500000000000004,1.0,3.25,FAILURE,42.0,3972,6,10,"-30.0,-60.0",SUCCESS,75.36,True,
FA_SD25_R03_MA2_RT70,25.0,7.5,2,0.7,7,2025-09-22 10:48:16.826025,2025-09-22 11:35:02.439003,37208,46.76,100706,137913,LONG,2,3,-210.0,-222.0,16.0,-17.5,3.55,9.950248756218906,9.625,21.625,1.0,3.375,FAILURE,49.0,19356,7,10,"-30.0,-60.0",FAILURE,161.02,True,
FA_SD25_R03_MA2_RT70,25.0,7.5,2,0.7,8,2025-09-22 11:35:02.439003,2025-09-22 12:01:37.233000,15862,26.58,137913,153774,SHORT,2,3,-210.0,-222.0,7.0,-17.5,4.05,58.2,12.875,22.275,1.0,4.0,FAILURE,13.0,2985,8,11,"-30.0,-60.0",FAILURE,73.16,True,
FA_SD25_R03_MA2_RT70,25.0,7.5,2,0.7,9,2025-09-22 12:01:37.233000,2025-09-22 12:09:56.249193,9685,8.32,153774,163458,LONG,2,3,300.0,288.0,25.0,-11.25,3.65,33.4,8.875,15.775,1.0,3.25,SUCCESS,70.0,3065,9,12,"-30.0,-60.0",FAILURE,62.4571,False,236.0
FA_SD25_R03_MA2_RT70,25.0,7.5,2,0.7,10,2025-09-22 12:09:56.249193,2025-09-22 12:18:06.968031,12271,8.18,163458,175728,SHORT,2,3,-210.0,-222.0,8.0,-17.5,3.925,54.1,10.0,15.925000000000002,1.0,3.5,FAILURE,32.0,4875,10,12,"-30.0,-60.0",SUCCESS,58.32,True,
FA_SD25_R03_MA2_RT70,25.0,7.5,2,0.7,11,2025-09-22 12:18:06.968031,2025-09-22 12:35:04.806000,17945,16.96,175728,193672,LONG,2,3,300.0,288.0,25.0,-11.25,3.7375,43.1,9.125,17.650000000000002,1.0,3.5,SUCCESS,70.0,1671,11,12,"-30.0,-60.0",FAILURE,122.3429,False,236.0
FA_SD25_R03_MA2_RT70,25.0,7.5,2,0.7,12,2025-09-22 12:35:04.806000,2025-09-22 14:17:13.593022,64624,102.15,193672,258295,SHORT,2,3,-210.0,-222.0,16.0,-17.5,3.4875,22.3,10.5,20.30000000000002,1.0,3.25,FAILURE,49.0,42562,12,12,"-30.0,-60.0",SUCCESS,267.62,True,
FA_SD25_R03_MA2_RT70,25.0,7.5,2,0.7,13,2025-09-22 14:17:13.593022,2025-09-22 16:00:46.233000,80009,103.54,258295,338303,LONG,2,3,-210.0,-222.0,20.5,-17.5,3.1,8.4,10.25,15.950000000000003,1.0,3.0,FAILURE,67.0,39471,13,14,"-30.0,-60.0",FAILURE,293.04,True,128.0
FA_SD25_R03_MA2_RT70,25.0,7.5,2,0.7,15,2025-09-23 09:36:34.656000,2025-09-23 09:41:21.927000,10660,4.79,363696,374355,SHORT,1,2,170.0,160.0,21.25,-11.0,4.575,90.60000000000001,11.375,17.900000000000006,1.0,4.5,SUCCESS,70.0,,1,9,-30.0,SESSION_START,83.9143,False,126.0
FA_SD25_R03_MA2_RT70,25.0,7.5,2,0.7,16,2025-09-23 09:41:21.927000,2025-09-23 09:58:35.391000,28562,17.22,374355,402916,LONG,2,3,-209.0,-221.0,20.5833,-17.4167,4.2,77.5,11.625,19.250000000000004,1.0,3.75,FAILURE,52.0,3916,2,9,"-30.0,-61.0",SUCCESS,187.92,True,237.0
FA_SD25_R03_MA2_RT70,25.0,7.5,2,0.7,17,2025-09-23 09:58:35.391000,2025-09-23 10:06:05.219000,12091,7.5,402916,415006,SHORT,2,3,-210.0,-222.0,10.0,-17.5,4.9875,79.80000000000001,13.0,16.400000000000002,1.0,4.875,FAILURE,16.0,4770,3,9,"-30.0,-60.0",FAILURE,74.62,True,
