config_id,step_dist,add_dist,max_adds,reversal_target,cycle_id,start_time,end_time,duration_bars,duration_minutes,start_bar_idx,end_bar_idx,side,add_count,exit_position,pnl_ticks_gross,pnl_ticks_net,mfe_points,mae_points,atr_20bar,atr_percentile,swing_median_20,swing_p90_20,directional_persistence,bar_range_median_20,exit_type,progress_hwm,time_between_adds,cycle_day_seq,cycle_start_hour,progress_at_adds,prev_cycle_exit_type,cycle_waste_pct,would_flatten_reseed,half_block_profit
FA_SD30_R03_MA2_RT70,30.0,9.0,2,0.7,1,2025-09-22 09:32:17.575002,2025-09-22 09:51:55.895001,33508,19.64,8311,41818,LONG,2,3,360.0,346.0,30.0,-15.0,5.625,81.25,8.25,13.0,0.0,5.5,SUCCESS,70.0,9772,1,9,"-30.0,-60.0",SESSION_START,230.4048,False,282.0
FA_SD30_R03_MA2_RT70,30.0,9.0,2,0.7,2,2025-09-22 09:51:55.895001,2025-09-22 10:28:15.684022,39523,36.33,41818,81340,SHORT,2,3,-252.0,-264.0,20.5,-21.0,4.4625,36.445783132530124,11.5,21.0,1.0,4.125,FAILURE,38.33,10394,2,9,"-30.0,-60.0",SUCCESS,166.55,True,
FA_SD30_R03_MA2_RT70,30.0,9.0,2,0.7,3,2025-09-22 10:28:15.684022,2025-09-22 10:40:50.810019,12665,12.59,81340,94004,LONG,0,1,84.0,80.0,21.0,-6.5,3.775,2.6234567901234565,9.625,20.500000000000004,1.0,3.5,SUCCESS,70.0,,3,10,,FAILURE,62.0238,False,60.0
FA_SD30_R03_MA2_RT70,30.0,9.0,2,0.7,4,2025-09-22 10:40:50.810019,2025-09-22 12:11:11.610014,71996,90.35,94004,165999,SHORT,2,3,-252.0,-264.0,29.25,-21.0,3.6625,8.933333333333334,9.625,21.400000000000002,1.0,3.5,FAILURE,67.5,10995,4,10,"-30.0,-60.0",SUCCESS,265.3667,True,284.0
FA_SD30_R03_MA2_RT70,30.0,9.0,2,0.7,5,2025-09-22 12:11:11.610014,2025-09-22 12:18:06.968043,9742,6.92,165999,175740,LONG,0,1,84.0,80.0,21.0,-5.75,3.5875,27.8,10.0,15.925000000000002,1.0,3.375,SUCCESS,70.0,,5,12,,FAILURE,54.7857,False,60.0
FA_SD30_R03_MA2_RT70,30.0,9.0,2,0.7,6,2025-09-22 12:18:06.968043,2025-09-22 13:48:44.572006,65689,90.63,175740,241428,SHORT,2,3,-252.0,-264.0,18.25,-21.0,3.7375,43.1,9.125,17.650000000000002,1.0,3.5,FAILURE,60.83,6913,6,12,"-30.0,-60.0",SUCCESS,242.4667,True,60.0
FA_SD30_R03_MA2_RT70,30.0,9.0,2,0.7,7,2025-09-22 13:48:44.572006,2025-09-22 15:11:23.608003,44293,82.65,241428,285720,LONG,1,2,204.0,196.0,25.5,-11.25,3.3375,7.6000000000000005,9.25,15.950000000000003,1.0,2.875,SUCCESS,70.0,,7,13,-30.0,FAILURE,191.4286,False,154.0
FA_SD30_R03_MA2_RT70,30.0,9.0,2,0.7,8,2025-09-22 15:11:23.608003,2025-09-22 15:38:05.997007,14822,26.71,285720,300541,SHORT,0,1,84.0,80.0,21.0,-7.75,3.1625,27.700000000000003,11.25,17.3,1.0,3.25,SUCCESS,70.0,,8,15,,SUCCESS,63.619,False,60.0
FA_SD30_R03_MA2_RT70,30.0,9.0,2,0.7,10,2025-09-23 09:37:30.728005,2025-09-23 09:41:52.874009,9824,4.37,366119,375942,SHORT,2,3,360.0,346.0,30.0,-13.5,4.8625,92.4,11.375,21.700000000000003,1.0,4.625,SUCCESS,70.0,1763,1,9,"-30.0,-60.0",SESSION_START,63.9048,False,282.0
FA_SD30_R03_MA2_RT70,30.0,9.0,2,0.7,11,2025-09-23 09:41:52.874009,2025-09-23 09:49:03.075002,11509,7.17,375942,387450,LONG,0,1,84.0,80.0,21.0,-7.25,3.925,74.0,11.625,19.250000000000004,1.0,3.75,SUCCESS,70.0,,2,9,,SUCCESS,103.5714,False,60.0
