config_id,step_dist,add_dist,max_adds,reversal_target,cycle_id,start_time,end_time,duration_bars,duration_minutes,start_bar_idx,end_bar_idx,side,add_count,exit_position,pnl_ticks_gross,pnl_ticks_net,mfe_points,mae_points,atr_20bar,atr_percentile,swing_median_20,swing_p90_20,directional_persistence,bar_range_median_20,exit_type,progress_hwm,time_between_adds,cycle_day_seq,cycle_start_hour,progress_at_adds,prev_cycle_exit_type,cycle_waste_pct,would_flatten_reseed,half_block_profit
FA_SD35_R03_MA3_RT70,35.0,10.5,3,0.7,1,2025-09-22 09:32:23.092005,2025-09-22 09:54:41.272008,36462,22.3,8702,45163,LONG,2,3,420.0,406.0,35.0,-18.5,5.5625,76.47058823529412,8.25,13.0,0.0,5.5,SUCCESS,70.0,8815,1,9,"-30.0,-60.0",SESSION_START,212.5306,False,330.0
FA_SD35_R03_MA3_RT70,35.0,10.5,3,0.7,2,2025-09-22 09:54:41.272008,2025-09-22 10:40:01.643000,47588,45.34,45163,92750,SHORT,3,4,-308.0,-324.0,25.25,-21.0,4.4625,33.88888888888889,9.625,15.375000000000009,1.0,3.875,FAILURE,57.14,"25412,8267",2,9,"-30.0,-60.0,-90.0",SUCCESS,164.6571,True,180.0
FA_SD35_R03_MA3_RT70,35.0,10.5,3,0.7,3,2025-09-22 10:40:01.643000,2025-09-22 11:01:07.897006,18788,21.1,92750,111537,LONG,0,1,98.0,94.0,24.5,-1.5,3.8625,15.405405405405407,9.625,21.400000000000002,1.0,3.625,SUCCESS,70.0,,3,10,,FAILURE,80.1429,False,70.0
FA_SD35_R03_MA3_RT70,35.0,10.5,3,0.7,4,2025-09-22 11:01:07.897006,2025-09-22 11:12:15.443000,10098,11.13,111537,121634,SHORT,0,1,98.0,94.0,24.5,-3.25,3.6375,20.0,11.875,21.625,1.0,3.5,SUCCESS,70.0,,4,11,,SUCCESS,44.8367,False,70.0
FA_SD35_R03_MA3_RT70,35.0,10.5,3,0.7,5,2025-09-22 11:12:15.443000,2025-09-22 12:09:08.223000,40582,56.88,121634,162215,LONG,1,2,238.0,230.0,29.75,-10.5,3.725,29.320987654320987,11.875,22.275,1.0,3.5,SUCCESS,70.0,,5,11,-30.0,SUCCESS,187.8367,False,180.0
FA_SD35_R03_MA3_RT70,35.0,10.5,3,0.7,6,2025-09-22 12:09:08.223000,2025-09-22 12:22:05.702014,18523,12.96,162215,180737,SHORT,3,4,-308.0,-324.0,3.0,-21.0,4.175,74.0,10.0,15.925000000000002,1.0,4.0,FAILURE,8.57,"4607,3499",6,12,"-30.0,-60.0,-90.0",SUCCESS,62.4429,True,
FA_SD35_R03_MA3_RT70,35.0,10.5,3,0.7,7,2025-09-22 12:22:05.702014,2025-09-22 12:54:03.716034,28056,31.97,180737,208792,LONG,1,2,238.0,230.0,29.75,-14.0,4.625,92.0,10.0,17.650000000000002,1.0,4.25,SUCCESS,70.0,,7,12,-30.0,FAILURE,131.0408,False,180.0
FA_SD35_R03_MA3_RT70,35.0,10.5,3,0.7,9,2025-09-23 09:40:55.281000,2025-09-23 09:55:08.670078,24309,14.22,372972,397280,SHORT,0,1,98.0,92.0,24.5,-5.5,4.2125,77.80000000000001,11.625,19.250000000000004,1.0,3.625,SUCCESS,70.0,,1,9,,SESSION_START,162.7959,False,68.0
FA_SD35_R03_MA3_RT70,35.0,10.5,3,0.7,10,2025-09-23 09:55:08.670078,2025-09-23 10:41:33.510000,57282,46.41,397280,454561,LONG,1,2,238.0,230.0,29.75,-10.5,4.475,69.3,12.25,17.875,1.0,4.375,SUCCESS,70.0,,2,9,-30.0,SUCCESS,338.6735,False,180.0
FA_SD35_R03_MA3_RT70,35.0,10.5,3,0.7,11,2025-09-23 10:41:33.510000,2025-09-23 10:47:32.827000,8356,5.99,454561,462916,SHORT,0,1,98.0,94.0,24.5,-9.25,4.4875,32.7,10.0,19.025,1.0,4.0,SUCCESS,70.0,,3,10,,SUCCESS,40.2449,False,70.0
