config_id,step_dist,add_dist,max_adds,reversal_target,cycle_id,start_time,end_time,duration_bars,duration_minutes,start_bar_idx,end_bar_idx,side,add_count,exit_position,pnl_ticks_gross,pnl_ticks_net,mfe_points,mae_points,atr_20bar,atr_percentile,swing_median_20,swing_p90_20,directional_persistence,bar_range_median_20,exit_type,progress_hwm,time_between_adds,cycle_day_seq,cycle_start_hour,progress_at_adds,prev_cycle_exit_type,cycle_waste_pct,would_flatten_reseed,half_block_profit
FA_SD25_R03_MA3_RT50,25.0,7.5,3,0.5,1,2025-09-22 09:31:15.053013,2025-09-22 09:33:10.175008,5349,1.92,5250,10598,LONG,1,2,130.0,120.0,16.25,-7.5,5.0875,95.0,9.75,13.3,0.0,5.125,SUCCESS,50.0,,1,9,-30.0,SESSION_START,71.4,False,126.0
FA_SD25_R03_MA3_RT50,25.0,7.5,3,0.5,2,2025-09-22 09:33:10.175008,2025-09-22 09:35:30.334002,4598,2.34,10598,15195,SHORT,0,1,50.0,46.0,12.5,-3.25,5.2875,58.536585365853654,8.25,13.0,0.0,5.125,SUCCESS,50.0,,2,9,,SUCCESS,57.64,False,50.0
FA_SD25_R03_MA3_RT50,25.0,7.5,3,0.5,3,2025-09-22 09:35:30.334002,2025-09-22 09:37:50.207000,4816,2.33,15195,20010,LONG,0,1,50.0,46.0,12.5,-7.0,4.05,6.666666666666667,7.75,15.8,1.0,3.75,SUCCESS,50.0,,3,9,,SUCCESS,57.28,False,50.0
FA_SD25_R03_MA3_RT50,25.0,7.5,3,0.5,4,2025-09-22 09:37:50.207000,2025-09-22 09:39:18.182000,2431,1.47,20010,22440,SHORT,0,1,50.0,46.0,12.5,-3.75,4.4375,48.10126582278481,8.75,19.025000000000002,1.0,3.875,SUCCESS,50.0,,4,9,,SUCCESS,27.48,False,50.0
FA_SD25_R03_MA3_RT50,25.0,7.5,3,0.5,5,2025-09-22 09:39:18.182000,2025-09-22 09:45:22.077006,10944,6.06,22440,33383,LONG,2,3,240.0,228.0,20.0,-11.5,4.5,55.0561797752809,9.75,18.550000000000004,1.0,4.75,SUCCESS,50.0,3437,5,9,"-30.0,-60.0",SUCCESS,122.16,False,236.0
FA_SD25_R03_MA3_RT50,25.0,7.5,3,0.5,6,2025-09-22 09:45:22.077006,2025-09-22 09:54:57.451000,12344,9.59,33383,45726,SHORT,3,4,-220.0,-236.0,12.0,-15.0,4.6125,61.65413533834586,11.5,21.0,1.0,4.375,FAILURE,48.0,"4335,2783",6,9,"-30.0,-60.0,-90.0",SUCCESS,65.84,True,
FA_SD25_R03_MA3_RT50,25.0,7.5,3,0.5,7,2025-09-22 09:54:57.451000,2025-09-22 10:21:39.475091,29492,26.7,45726,75217,LONG,3,4,380.0,364.0,23.75,-15.0,4.35,23.626373626373628,9.625,15.375000000000009,1.0,3.5,SUCCESS,50.0,"567,18850",7,9,"-30.0,-60.0,-90.0",FAILURE,300.48,True,374.0
FA_SD25_R03_MA3_RT50,25.0,7.5,3,0.5,8,2025-09-22 10:21:39.475091,2025-09-22 10:40:45.109000,18597,19.09,75217,93813,SHORT,3,4,-220.0,-236.0,8.0,-15.0,3.75,1.6666666666666665,9.625,20.500000000000004,1.0,3.625,FAILURE,30.0,"2101,9930",8,10,"-30.0,-60.0,-90.0",SUCCESS,82.28,True,
FA_SD25_R03_MA3_RT50,25.0,7.5,3,0.5,9,2025-09-22 10:40:45.109000,2025-09-22 10:51:05.572021,9822,10.34,93813,103634,LONG,0,1,50.0,46.0,12.5,-5.25,3.6375,7.486631016042781,9.625,21.400000000000002,1.0,3.5,SUCCESS,50.0,,9,10,,FAILURE,81.4,False,50.0
FA_SD25_R03_MA3_RT50,25.0,7.5,3,0.5,10,2025-09-22 10:51:05.572021,2025-09-22 10:54:18.577000,3281,3.22,103634,106914,SHORT,0,1,50.0,46.0,12.5,-3.0,3.4875,10.265700483091788,9.0,21.625,1.0,3.125,SUCCESS,50.0,,10,10,,SUCCESS,27.24,False,50.0
