DateTime,BarIndex,TouchType,ApproachDir,TouchPrice,ZoneTop,ZoneBot,HasVPRay,VPRayPrice,Reaction,Penetration,ReactionPeakBar,ZoneBroken,BreakBarIndex,BarsObserved,TouchSequence,ZoneAgeBars,ApproachVelocity,TrendSlope,SourceLabel,RxnBar_120,RxnBar_160,RxnBar_240,RxnBar_30,RxnBar_360,RxnBar_50,RxnBar_80,PenBar_120,PenBar_30,PenBar_50,PenBar_80,ZoneWidthTicks,CascadeState,TFConfluence,SBB_Label,RotBarIndex,Period
2026-01-27 02:38:28,54153,SUPPLY_EDGE,1,26018.0,26025.75,26018.0,0,0.0,403.0,355.0,54464,1,54201,1267,1,14,38.0,85.0,15m,54164,54170,54363,54154,54448,54155,54156,54600,54233,54234,54241,31,PRIOR_BROKE,1,NORMAL,53665,P2b
2026-01-27 02:44:28,54155,DEMAND_EDGE,-1,26004.75,26004.75,25992.0,0,0.0,408.0,350.0,54991,1,54158,1275,1,2,10.0,12.0,15m,54239,54599,54665,54229,54871,54231,54232,54171,54156,54164,54165,51,PRIOR_BROKE,1,NORMAL,53667,P2b
2026-01-27 03:13:49,54166,SUPPLY_EDGE,1,25991.25,26155.0,25991.25,0,0.0,296.0,475.0,54464,1,54304,1309,21,54068,3.0,75.0,240m,54363,54434,54447,54170,-1,54170,54176,54231,54167,54215,54229,655,PRIOR_BROKE,2,NORMAL,53678,P2b
2026-01-27 03:13:49,54166,SUPPLY_EDGE,1,25991.25,26155.0,25991.25,0,0.0,296.0,475.0,54464,1,55223,1309,5,54067,3.0,75.0,480m,54363,54434,54447,54170,-1,54170,54176,54231,54167,54215,54229,655,PRIOR_BROKE,2,NORMAL,53678,P2b
2026-01-27 03:39:01,54178,DEMAND_EDGE,-1,25967.25,25967.25,25962.5,0,0.0,588.0,200.0,55487,1,54199,1352,1,82,39.0,-174.0,15m,54210,54216,54233,54179,54632,54179,54180,54442,54363,54432,54434,19,PRIOR_BROKE,1,NORMAL,53690,P2b
2026-01-27 03:44:31,54180,SUPPLY_EDGE,1,25985.5,26155.0,25985.5,0,0.0,273.0,515.0,54464,0,-1,1362,27,54082,41.0,-154.0,90m,54365,54435,54454,54181,-1,54186,54358,54230,54193,54210,54215,678,PRIOR_BROKE,2,NORMAL,53692,P2b
2026-01-27 03:44:31,54180,SUPPLY_EDGE,1,25985.5,26155.0,25985.5,0,0.0,273.0,515.0,54464,1,54304,1362,26,54081,41.0,-154.0,120m,54365,54435,54454,54181,-1,54186,54358,54230,54193,54210,54215,678,PRIOR_BROKE,2,NORMAL,53692,P2b
2026-01-27 04:05:06,54188,SUPPLY_EDGE,1,25991.25,26155.0,25991.25,0,0.0,296.0,492.0,54464,1,54304,1476,22,54090,62.0,-60.0,240m,54363,54434,54447,54189,-1,54191,54202,54231,54211,54215,54229,655,PRIOR_BROKE,2,NORMAL,53700,P2b
2026-01-27 04:05:06,54188,SUPPLY_EDGE,1,25991.25,26155.0,25991.25,0,0.0,296.0,492.0,54464,1,55223,1476,6,54089,62.0,-60.0,480m,54363,54434,54447,54189,-1,54191,54202,54231,54211,54215,54229,655,PRIOR_BROKE,2,NORMAL,53700,P2b
2026-01-27 04:12:15,54191,DEMAND_EDGE,-1,25981.0,25981.0,25967.0,0,0.0,533.0,255.0,55487,1,54199,1484,1,8,35.0,-88.0,15m,54229,54231,54242,54192,54710,54193,54214,54434,54202,54203,54363,56,PRIOR_BROKE,1,NORMAL,53703,P2b
2026-01-27 05:02:18,54205,SUPPLY_EDGE,1,25985.5,26155.0,25985.5,0,0.0,273.0,636.0,54464,1,55573,1501,28,54107,6.0,-81.0,90m,54365,54435,54454,54346,-1,54351,54358,54230,54210,54210,54215,678,PRIOR_BROKE,2,NORMAL,53717,P2b
2026-01-27 05:02:18,54205,SUPPLY_EDGE,1,25985.5,26155.0,25985.5,0,0.0,273.0,636.0,54464,1,54304,1501,27,54106,6.0,-81.0,120m,54365,54435,54454,54346,-1,54351,54358,54230,54210,54210,54215,678,PRIOR_BROKE,2,NORMAL,53717,P2b
2026-01-27 05:18:54,54209,SUPPLY_EDGE,1,25991.25,26155.0,25991.25,0,0.0,296.0,613.0,54464,1,54304,1497,23,54111,26.0,-64.0,240m,54363,54434,54447,54303,-1,54346,54351,54231,54211,54215,54229,655,PRIOR_BROKE,1,NORMAL,53721,P2b
2026-01-27 05:46:49,54215,SUPPLY_EDGE,1,26004.75,26020.5,26004.75,0,0.0,350.0,559.0,54464,1,54220,1491,1,55,76.0,88.0,30m,54346,54359,54440,54218,-1,54221,54303,54239,54229,54231,54232,63,PRIOR_BROKE,1,NORMAL,53727,P2b
2026-01-27 08:16:31,54282,DEMAND_EDGE,-1,26009.5,26009.5,26000.0,0,0.0,875.0,369.0,55760,1,54285,1482,1,6,9.0,-75.0,15m,54598,54601,54709,54577,54972,54579,54582,54346,54285,54288,54299,38,PRIOR_BROKE,1,NORMAL,53794,P2b
2026-01-27 09:05:34,54312,SUPPLY_EDGE,1,26009.5,26018.0,26009.5,0,0.0,369.0,875.0,54464,1,54327,1466,1,24,76.0,24.0,30m,54346,54351,54434,54313,54460,54314,54323,54598,54577,54579,54582,34,PRIOR_BROKE,1,NORMAL,53824,P2b
